mean_f_lambda,n_data,noise_f_lambda,unc_f_lambda,wavelength
1.5953760850918843,5435.0,inf,0.009403539123944343,1380.0
1.674004008078392,5430.0,inf,0.009981895171092109,1384.0
1.738647600575422,5391.0,inf,0.011718788639985342,1388.0
1.8201880844566876,5401.0,inf,0.009595488275866844,1392.0
1.908887389713915,5362.0,inf,0.009428066882520656,1396.0
1.9463259587081658,5392.0,inf,0.00906441660713805,1400.0
1.886268964948589,5358.0,inf,0.009338171204223335,1404.0
1.8177798875285456,5381.0,inf,0.009591328985579333,1408.0
1.7372652417174148,5350.0,inf,0.008971412056333923,1412.0
1.6512745173480627,5346.0,inf,0.008472977910841511,1416.0
1.589628256192864,5327.0,inf,0.008086273399795273,1420.0
1.5483061546904906,5325.0,inf,0.008672624659653324,1424.0
1.492076403345551,5314.0,inf,0.00910101962387583,1428.0
1.4631798944462566,5303.0,inf,0.007666614306723448,1432.0
1.4300721350427243,5283.0,inf,0.00861660389574687,1436.0
1.3989780868704944,5299.0,inf,0.007450569423065483,1440.0
1.3812126991980083,5282.0,inf,0.007484743069742478,1444.0
1.3717431345318807,5279.0,inf,0.007249700393749915,1448.0
1.3684510931332519,5269.0,inf,0.007629995170193877,1452.0
1.3604261264366984,5263.0,inf,0.007882787274186672,1456.0
1.3589699606910741,5244.0,inf,0.007631805137591856,1460.0
1.3616005836712444,5236.0,inf,0.007408345734472192,1464.0
1.3531099538266163,5227.0,inf,0.007391811333843779,1468.0
1.3711527856707197,5222.0,inf,0.007220026345474122,1472.0
1.3815106353381195,5198.0,0.028799689606748384,0.007391772403220989,1476.0
1.3895945792251776,5193.0,0.027844714625386065,0.008517559877709363,1480.0
1.4081453049010024,5186.0,inf,0.008197513236073817,1484.0
1.403271021221997,5185.0,0.0263846780862857,0.007338233479603748,1488.0
1.4177980367448695,5157.0,inf,0.007435199229618329,1492.0
1.414199268242125,5163.0,0.025086679251757425,0.008562829952626092,1496.0
1.4277874738209906,5140.0,0.024739776347700523,0.008745224450949475,1500.0
1.4484531634949231,5114.0,0.02451736077855609,0.007735714125233107,1504.0
1.457917280011417,5123.0,0.023192812503544498,0.007672449650137901,1508.0
1.4997013965718355,5101.0,0.023165458708262306,0.008295114048015743,1512.0
1.5416836929163298,5086.0,0.023708939272844502,0.014617290131859998,1516.0
1.6145110903113693,5074.0,0.023899783248005114,0.008540643302248086,1520.0
1.684563468069623,5056.0,0.023703756792186146,0.009693683621882918,1524.0
1.8096579380222657,5049.0,0.02377881862287287,0.010369965154387577,1528.0
1.9722110056544737,5038.0,0.02440635063077887,0.010863071826950944,1532.0
2.211529833464639,5016.0,0.025076746823901448,0.012724850103104434,1536.0
2.5782083907354965,5013.0,0.025397966664021356,0.01662661903515399,1540.0
2.94216035341327,4994.0,inf,0.022220514988298943,1544.0
2.988993877747939,4993.0,0.026328188883937807,0.018296011219291617,1548.0
2.8811483531196016,4983.0,0.02484804518725287,0.017514869106906503,1552.0
2.722586621938428,4973.0,inf,0.017869702764390302,1556.0
2.374553011454352,4961.0,inf,0.013951915248440694,1560.0
2.107904952956411,4958.0,0.04788490503615742,0.01094923305416938,1564.0
1.9240536788284115,4935.0,0.04484760923967091,0.010538466369911032,1568.0
1.7775011618658758,4925.0,inf,0.009175831990094554,1572.0
1.6697476963609765,4917.0,inf,0.008176077615984493,1576.0
1.6005615538754026,4900.0,0.03981459135357028,0.008157138064186963,1580.0
1.553765559200979,4895.0,0.03661890184015518,0.00785033715649821,1584.0
1.4971857837770723,4871.0,0.035104331238798955,0.007262169923292767,1588.0
1.4793278771921134,4870.0,0.03430198487976569,0.007420866425499122,1592.0
1.459724604839703,4856.0,0.03338362320248151,0.013289481179877778,1596.0
1.440518629096157,4843.0,0.03247088558439557,0.006843956790239032,1600.0
1.4185729808482843,4832.0,0.031026867667998417,0.007232109299520153,1604.0
1.4232090647271867,4818.0,inf,0.007433925770055347,1608.0
1.415898494969994,4816.0,inf,0.00806477594159135,1612.0
1.4015942100675374,4791.0,0.030405560143424097,0.008200370381656778,1616.0
1.4245592528498783,4794.0,inf,0.00906234821738267,1620.0
1.405783924370061,4787.0,0.02873367426349077,0.018498918869663553,1624.0
1.4380195943806355,4774.0,0.027953826633619148,0.006756365352395061,1628.0
1.4450004387661517,4751.0,0.02809083522022195,0.007470595302091094,1632.0
1.4699976103655812,4743.0,0.027395179181706194,0.00763017577457188,1636.0
1.4567070958732986,4734.0,0.02690407353612051,0.007647932122384823,1640.0
1.4321222451237954,4718.0,0.02580041929981864,0.007121225615211839,1644.0
1.4006146674283626,4719.0,inf,0.009061639184945921,1648.0
1.39088347501252,4694.0,inf,0.007517562824609057,1652.0
1.383441118089416,4701.0,0.02639746684702874,0.007256509562367528,1656.0
1.3770847385763199,4664.0,0.02548969185701491,0.008574789301368565,1660.0
1.3555021825859161,4676.0,0.024688918966646132,0.007426560335800044,1664.0
1.3403624614080327,4648.0,0.0251394941288587,0.00731409144801539,1668.0
1.2982520231717014,4655.0,0.024932797190881286,0.017031267820378553,1672.0
1.2574738544777666,4639.0,0.024373442147400184,0.013492152064640328,1676.0
1.2248177011962678,4633.0,0.023527685252876525,0.007831326969133684,1680.0
1.2070090630952586,4626.0,0.02337155128008963,0.010380748228239596,1684.0
1.1830512782675264,4606.0,0.023769762080669582,0.007186289600017722,1688.0
1.162550289458416,4603.0,inf,0.008063374016506978,1692.0
1.1577759476518092,4608.0,0.022634124828743926,0.00697266998217206,1696.0
1.153264144027068,4583.0,0.02319762286698425,0.006998262290201165,1700.0
1.15414994195737,4579.0,0.022528807443698274,0.008288975950121362,1704.0
1.168953215730196,4565.0,0.02219720966223069,0.006965854060617627,1708.0
1.1557074838319157,4557.0,0.022676501193383703,0.007326716137303006,1712.0
1.167613470327798,4542.0,0.022200259157092492,0.007007115844339447,1716.0
1.1625764885363183,4531.0,0.022142878735776642,0.006916333225134846,1720.0
1.1618697093849073,4528.0,0.022243378841067116,0.007456615569622231,1724.0
1.1638904368544074,4515.0,0.022550547420783537,0.00779421465161784,1728.0
1.1639923160465004,4502.0,0.022050175044509315,0.009487886710398597,1732.0
1.178115706871134,4497.0,0.021956763755160157,0.006970539235038851,1736.0
1.17121031791577,4484.0,0.022576429332838932,0.007460750182064077,1740.0
1.177797709666255,4465.0,0.021832581528164932,0.006995545075713852,1744.0
1.1791173184890877,4460.0,0.021905517283291834,0.007696144102196583,1748.0
1.1611265958573689,4451.0,0.02165262851489261,0.009869390965576165,1752.0
1.1485730737429078,4442.0,0.021317709538399288,0.007199753948548572,1756.0
1.1424358008138134,4438.0,0.02121353772737358,0.00704942373939025,1760.0
1.1324934912907636,4421.0,0.02068785881443876,0.0073805059337798675,1764.0
1.1090728975883226,4403.0,0.022142384894290188,0.007234792759667531,1768.0
1.1107319415409225,4419.0,0.02106125973795383,0.008866939241218246,1772.0
1.104830744737488,4402.0,0.021014129096073753,0.006952668514665647,1776.0
1.1045468976115522,4386.0,0.020869299281212703,0.007378925864754136,1780.0
1.1162051383080425,4368.0,0.020679623137414137,0.008086615894593523,1784.0
1.0981739094361749,4386.0,0.020615531803749216,0.006863558798418118,1788.0
1.087714820588531,4359.0,0.020680461329591768,0.008300943025746597,1792.0
1.0914178021191288,4376.0,0.021266356018720338,0.00668327152252549,1796.0
1.0823889908213082,4345.0,0.021249244313201528,0.007092892606774413,1800.0
1.0756422359882365,4354.0,0.02119369333982758,0.007217338905083499,1804.0
1.0766190309095716,4346.0,0.02068238113233278,0.00751950471024603,1808.0
1.076386547652519,4335.0,0.020850901460514236,0.00721241435914658,1812.0
1.0725502258410091,4331.0,0.021032574393387956,0.007095101545475524,1816.0
1.0562491251138841,4328.0,0.02052004226628458,0.007446708109555899,1820.0
1.0450893514665602,4329.0,0.026730523779167084,0.007559877792815003,1824.0
1.0478413095784294,4305.0,inf,0.010614096854700363,1828.0
1.0546538031643131,4301.0,0.02171810398486857,0.007086345545387169,1832.0
1.0650095043538121,4284.0,0.021586595366020724,0.006994645841898481,1836.0
1.0599936914773078,4277.0,0.02089291288124609,0.006721638091612744,1840.0
1.0908611486264586,4270.0,0.021943278514952723,0.007204797990159503,1844.0
1.1077602588421853,4260.0,0.021222294047919296,0.007741341392656067,1848.0
1.1219510547640321,4246.0,0.021375981483336574,0.00746995762351996,1852.0
1.136079261915033,4240.0,0.02083387098313342,0.007083518653402723,1856.0
1.1396944978904378,4234.0,0.021289908366099532,0.0075189579924369926,1860.0
1.1447976728765266,4232.0,0.02155946701799575,0.007353758918260486,1864.0
1.1419908076104397,4238.0,0.021529308134608637,0.0073619144896938694,1868.0
1.162742711757043,4224.0,0.021832045838370413,0.007527676755739508,1872.0
1.158221145132736,4202.0,0.021329984332896602,0.008188015023357064,1876.0
1.2017834207038696,4223.0,0.021423477521373278,0.007709257672956363,1880.0
1.2467975617972789,4185.0,0.04527576732947825,0.00809498125737001,1884.0
1.2889118988116965,4206.0,0.036181642027086895,0.008195351231458483,1888.0
1.3548239084088305,4206.0,inf,0.008940760976459834,1892.0
1.4177011328894962,4198.0,0.03455689606871321,0.008833215834441138,1896.0
1.4938874921527792,4205.0,0.0352744921569059,0.009667833828136576,1900.0
1.518613250265773,4183.0,0.03346972386117657,0.008826434000956684,1904.0
1.4970362432030118,4194.0,0.03293642509791209,0.008386278077845739,1908.0
1.4652655771268424,4194.0,0.032737747910369784,0.008381625335894812,1912.0
1.3757793920201002,4184.0,0.03186077555581105,0.008009033798610853,1916.0
1.2893035948248164,4163.0,0.030990542648158727,0.008163052182415536,1920.0
1.2316787378349523,4163.0,inf,0.00840722814403444,1924.0
1.1604994450715522,4158.0,0.029152161204275256,0.007787370030824047,1928.0
1.1023225186967238,4143.0,0.02795384406783949,0.0074134849104252,1932.0
1.0803108946618072,4143.0,inf,0.007275870692372368,1936.0
1.055380328866532,4144.0,inf,0.009569416441049592,1940.0
0.9998819011580783,4142.0,0.025752926375269058,0.022209934828393892,1944.0
0.9886556594509394,4135.0,0.025141097241772343,0.00770287793599793,1948.0
0.9790029074428813,4113.0,0.025238371154716853,0.00745052460975928,1952.0
0.9613185904280568,4111.0,0.024154810630855672,0.0076108312306368995,1956.0
0.935554457864965,4101.0,0.024447731228528953,0.007540074307082754,1960.0
0.9429424062690828,4096.0,0.02314771701432343,0.00711769545557294,1964.0
0.911924011006913,4081.0,0.022909764161357784,0.007016049579995412,1968.0
0.9078903216736387,4102.0,inf,0.007055253411201874,1972.0
0.9093110921797644,4086.0,inf,0.007031461485748093,1976.0
0.88719749155202,4082.0,inf,0.006877162621869739,1980.0
0.8968472901431991,4061.0,0.023453881638653744,0.006953116834508285,1984.0
0.8959168667786608,4056.0,0.027905240009844113,0.007260686707075705,1988.0
0.8892881248532687,4068.0,inf,0.006936242632745538,1992.0
0.882760695892019,4078.0,0.06846512853117803,0.007224212364950927,1996.0
0.8959247093478544,4060.0,inf,0.011191057296116783,2000.0
0.888110009456636,4060.0,0.045500450716214516,0.007594543037237887,2004.0
0.862188328586709,4043.0,0.04466816613484225,0.00775010102966291,2008.0
0.8660284334590435,4046.0,0.04218225443546379,0.007706934575969622,2012.0
0.8663876667099293,4025.0,0.04299183690038821,0.007320962152855722,2016.0
0.8724451187228481,4037.0,inf,0.007256949381485794,2020.0
0.8613456720738203,4025.0,0.0405354737353931,0.007259826810925621,2024.0
0.8531034103778999,4033.0,0.038206123414743415,0.007449386775715364,2028.0
0.8606377967220042,4007.0,inf,0.007004805596500698,2032.0
0.8620820715119241,4030.0,inf,0.007536467799633689,2036.0
0.8511039818872747,4013.0,inf,0.007475465385863369,2040.0
0.8623721629679919,3991.0,inf,0.007784267026755613,2044.0
0.8637417117682255,4024.0,inf,0.009554144141933268,2048.0
0.8740208827757642,4004.0,inf,0.009333280201509217,2052.0
0.8710120610071891,4014.0,inf,0.011674848230499182,2056.0
0.8697667148251408,3982.0,inf,0.009654916177599136,2060.0
0.8896205557374202,4001.0,inf,0.008583842133192018,2064.0
0.8963517152463194,3982.0,inf,0.010096847613061415,2068.0
0.88926380702093,3986.0,inf,0.009052261099311811,2072.0
0.8753675150284368,3975.0,inf,0.008763336514551533,2076.0
0.8800166291268879,3984.0,inf,0.008707039680696835,2080.0
0.8545588707877412,3977.0,inf,0.008894293009926264,2084.0
0.8637628261207484,3980.0,inf,0.008760429880743381,2088.0
0.8570628926742005,4004.0,inf,0.009298800330848647,2092.0
0.8530371799704095,3980.0,0.03921332061836744,0.009216093792056554,2096.0
0.8428555040087883,3978.0,0.03881937170382761,0.008759286245720518,2100.0
0.8379673875066884,3958.0,0.03752048698881827,0.008438890102550263,2104.0
0.8320558184949346,3945.0,0.0376168512263035,0.009047982390396064,2108.0
0.8159034126329373,3958.0,0.03663167171103056,0.00829709007743292,2112.0
0.8074324997571841,3947.0,0.035774134978775185,0.009227227706201567,2116.0
0.809496427790681,3940.0,0.034889920502843855,0.007823069431596242,2120.0
0.8075863055919691,3918.0,0.03557557643606004,0.00797385558555382,2124.0
0.8056864013103532,3940.0,0.03444512602650622,0.007818695602928409,2128.0
0.7841228867045984,3931.0,0.03300572423870177,0.008314451723061004,2132.0
0.7895031520066425,3898.0,0.03208105684430504,0.007791302670763218,2136.0
0.7761850522128826,3897.0,0.03255035556864931,0.008100322863098077,2140.0
0.7894430399037593,3921.0,0.03127594781483163,0.008083534114252985,2144.0
0.7806834144846482,3910.0,0.03115687120065969,0.00868972980484943,2148.0
0.7677041969151016,3904.0,0.03049918324563131,0.008077749276383222,2152.0
0.7730711586163558,3900.0,0.02944518979233017,0.00904707785685361,2156.0
0.7641309556193923,3876.0,0.03008804028037459,0.009166252745516428,2160.0
0.772568614352365,3886.0,0.060321574149524576,0.013613812429961819,2164.0
0.7434359038525126,3863.0,inf,0.010307105930912022,2168.0
0.7518595603777256,3852.0,0.028369838669920083,0.007624562200237067,2172.0
0.7549936330022553,3849.0,0.028143816955564956,0.012742238710446519,2176.0
0.7161141413147986,3842.0,0.02843205858112906,0.008511941924944465,2180.0
0.7458761309723434,3854.0,0.028492475454852517,0.00920656785961094,2184.0
