mean_f_lambda,n_data,noise_f_lambda,unc_f_lambda,wavelength
0.13280257383929722,295.0,0.07326457265253623,0.10959289971555035,716.0
0.10823867274743934,315.0,0.06583462962374961,0.3354472561979928,720.0
0.380010835691965,336.0,0.060983259287855036,0.16794921821515188,724.0
0.014199994253185837,341.0,0.07631362657126742,0.16743091627396878,728.0
0.37718490995901005,386.0,inf,0.12586687000838526,732.0
0.39049599503245547,403.0,0.08519368501326635,0.12945049325752644,736.0
0.2437092107168483,409.0,0.07392159062801545,0.11784622214552269,740.0
0.45264026651867634,456.0,0.07065246954808455,0.11002342087213356,744.0
0.36509019048415897,473.0,inf,0.10812099619001064,748.0
0.4880113035246644,519.0,0.06261476922745184,0.12083833217359201,752.0
0.557731551268046,603.0,inf,0.16919385878200893,756.0
0.28048075882452667,674.0,0.05629045127836444,0.1251910871360777,760.0
0.45879517630773153,751.0,0.054191115466395975,0.13895091208460011,764.0
0.14868858743376848,771.0,0.049181470430765026,0.12699701077153905,768.0
0.4579650996777933,846.0,inf,0.1277054545065737,772.0
0.44435530211742397,956.0,inf,0.09764932625980235,776.0
0.36028076722069147,1021.0,inf,0.1020771982647077,780.0
0.35757228166209937,1073.0,inf,0.08056043447808439,784.0
0.5308161388251865,1157.0,inf,0.08454265907338154,788.0
0.5007520528407176,1227.0,0.03846167056148891,0.07347541154588293,792.0
0.36603157420896076,1279.0,inf,0.06742325918388495,796.0
0.4520551936300235,1380.0,inf,0.06018587622596935,800.0
0.32951581708901345,1465.0,0.03974600992989333,0.053164531146004154,804.0
0.40648605490627804,1535.0,inf,0.04879998140287274,808.0
0.2794644188912228,1597.0,0.03641004126738918,0.04346335662026358,812.0
0.32996140047429845,1644.0,inf,0.048556253014275054,816.0
0.30642075188458623,1770.0,inf,0.04338612312792858,820.0
0.3468312586286586,1847.0,inf,0.04529065249956119,824.0
0.31168619904725287,1978.0,inf,0.05484288943322255,828.0
0.5194285442134493,2122.0,inf,0.06270553108074438,832.0
0.5378690598406113,2246.0,inf,0.07806882885597814,836.0
0.5868175225631778,2437.0,inf,0.08007288444412618,840.0
0.5050646267366248,2593.0,inf,0.06625266483590522,844.0
0.5297721042302416,2763.0,inf,0.06626969290843414,848.0
0.5001081742722768,2867.0,inf,0.06245266598961089,852.0
0.46740335318648113,3017.0,inf,0.07228989048585738,856.0
0.5642190420105792,3166.0,inf,0.06288740664592066,860.0
0.6596542770436886,3333.0,inf,0.0609444031514813,864.0
0.6517621639823629,3513.0,inf,0.05027776855938612,868.0
0.7314871749864071,3757.0,inf,0.061969449561744105,872.0
0.7757521678673646,3922.0,inf,0.05011054004347058,876.0
0.8554573154530863,4143.0,inf,0.05001363519343806,880.0
0.8485584371860486,4330.0,inf,0.049799251962236814,884.0
0.8880919870241407,4532.0,inf,0.048911013037827654,888.0
1.0304002445398477,4739.0,inf,0.056761683292226986,892.0
1.0970795625647831,4833.0,inf,0.042379955024522464,896.0
1.166693432273462,4995.0,inf,0.04205555981659272,900.0
1.1230820793485532,5367.0,inf,0.04799201380387197,904.0
1.266191947274559,5561.0,inf,0.04833654245329655,908.0
1.35687254160669,5742.0,inf,0.04662238520088119,912.0
1.4576353028077422,5872.0,inf,0.04087813821263038,916.0
1.5724675403669626,5951.0,inf,0.050565961560649554,920.0
1.6039206342063308,6150.0,inf,0.03851029236818961,924.0
1.7048333277741656,6295.0,inf,0.036266750910124636,928.0
1.760248627445732,6506.0,inf,0.03787780113039389,932.0
1.838172675898395,6679.0,inf,0.03601058094613777,936.0
1.8564074083646884,6869.0,inf,0.0351309896720648,940.0
1.899468471579292,7108.0,inf,0.03483410935732556,944.0
1.9025128281854797,7278.0,inf,0.03467017126373507,948.0
1.9507819927807275,7437.0,inf,0.02984058803307049,952.0
1.8461848222770332,7503.0,inf,0.028427193967682878,956.0
1.8173408387138454,7721.0,inf,0.025618454600211765,960.0
1.8385767804751147,7898.0,inf,0.02444258085314652,964.0
1.8827880490946385,8075.0,inf,0.025939942355541003,968.0
1.977955727830868,8332.0,inf,0.029217421519010765,972.0
2.027014579594655,8536.0,inf,0.028744758090683296,976.0
2.096017023597149,8875.0,inf,0.026503769064237036,980.0
2.1765709330093688,9287.0,inf,0.024143146669415274,984.0
2.1380836571530453,9486.0,inf,0.024249655598396896,988.0
2.060241767408326,9789.0,inf,0.022382896274853598,992.0
2.0557007749712013,10012.0,inf,0.02175210791090367,996.0
1.9996802204990731,10235.0,inf,0.020879732681511196,1000.0
1.9101094988222205,10591.0,inf,0.022348464426911203,1004.0
1.8602779019770095,10973.0,inf,0.020664644186438423,1008.0
1.8695804701770635,11307.0,inf,0.018819416886341686,1012.0
1.856436303938348,11587.0,inf,0.01847447383710573,1016.0
1.9194724301055297,11933.0,inf,0.01778306483095056,1020.0
2.1901559769097547,12244.0,inf,0.0175964716410083,1024.0
2.455411623244851,12589.0,inf,0.018431722776088805,1028.0
2.6894739742543865,12831.0,inf,0.018238334389718745,1032.0
2.8167217229620767,13381.0,inf,0.017428903217877705,1036.0
2.6646102750307326,13645.0,inf,0.01732046543529695,1040.0
2.458316374800431,13961.0,inf,0.016618741955334877,1044.0
2.1844072055647397,14332.0,inf,0.018086720812597105,1048.0
1.9391825682947197,14780.0,inf,0.014477392615418836,1052.0
1.862524478562199,15113.0,inf,0.014688855863114029,1056.0
1.8269080089445038,15503.0,inf,0.013808543210961574,1060.0
1.801151784504932,15907.0,inf,0.013311158622234356,1064.0
1.8094077847161543,16234.0,inf,0.012580717273958368,1068.0
1.7612945653033156,16604.0,inf,0.01302590804249499,1072.0
1.7255401939369954,17159.0,inf,0.014748085968477048,1076.0
1.707656747184286,17508.0,inf,0.014046791287721733,1080.0
1.686285575795498,17964.0,inf,0.013638841565841898,1084.0
1.668106233974111,18301.0,inf,0.014862731224541119,1088.0
1.630483979439944,18645.0,inf,0.014408629475306464,1092.0
1.5952481687770943,19039.0,inf,0.014582204371255035,1096.0
1.5751621310468795,19340.0,inf,0.01327340437774693,1100.0
1.5872200755261154,19830.0,inf,0.015409052205069777,1104.0
1.5648616339224328,20109.0,inf,0.015691023286473475,1108.0
1.6165224173116493,20571.0,inf,0.016768862697316034,1112.0
1.6672389478513698,20894.0,inf,0.015502464876553136,1116.0
1.691353238533291,21236.0,inf,0.015499284080664054,1120.0
1.7019262733344946,21343.0,inf,0.015577498805716902,1124.0
1.714969210668786,21662.0,inf,0.014915230341804125,1128.0
1.6865545146698333,21784.0,inf,0.014635170077527189,1132.0
1.6885799989718466,22028.0,inf,0.014506925309430466,1136.0
1.6528732992378272,22182.0,inf,0.013901503472464669,1140.0
1.6480887971466545,22353.0,inf,0.013557376117915021,1144.0
1.635482053274041,22456.0,inf,0.012999892553506018,1148.0
1.6421433398137595,22529.0,inf,0.012384897048165746,1152.0
1.6413591477676295,22538.0,inf,0.011785001433587667,1156.0
1.6654132390869039,22550.0,inf,0.011422808148864845,1160.0
1.6852918355045958,22551.0,inf,0.010940019774211248,1164.0
1.7491597328705835,22610.0,inf,0.010786780936785352,1168.0
1.8250560739099477,22645.0,inf,0.010213991827608302,1172.0
1.864223016629703,22703.0,inf,0.01003387841811352,1176.0
1.9509772413414235,22735.0,inf,0.01048282044630334,1180.0
2.037755286777292,22694.0,inf,0.010338368141109422,1184.0
2.149909177846097,22765.0,inf,0.011075446429247526,1188.0
2.3031848393980736,22812.0,inf,0.011054931435588304,1192.0
2.5280231781867544,22782.0,inf,0.011785362669643638,1196.0
2.8646903398730124,22810.0,inf,0.013216118506278336,1200.0
3.4030806545423133,22773.0,inf,0.015929964647922762,1204.0
4.372687145416898,22727.0,inf,0.022270695494117247,1208.0
6.189183057890556,22798.0,inf,0.03658410707281039,1212.0
6.313144943501026,22761.0,inf,0.03128855963193194,1216.0
6.478796191818129,22825.0,inf,0.03283720512726644,1220.0
6.527767271719396,22819.0,inf,0.03482135861949706,1224.0
5.204519526501201,22786.0,inf,0.021878990041995363,1228.0
4.539063398762213,22837.0,inf,0.015698733987106684,1232.0
4.287856754706893,22806.0,inf,0.013733052555469322,1236.0
4.092910327349683,22814.0,inf,0.012938230339679477,1240.0
3.8343512715748327,22801.0,inf,0.012498447563897891,1244.0
3.5721622287157557,22757.0,inf,0.012594929372051545,1248.0
3.2014469718075316,22762.0,inf,0.01302815635378775,1252.0
2.8520073187714363,22760.0,inf,0.010467669697519359,1256.0
2.6501046221077345,22806.0,inf,0.00923823686488661,1260.0
2.4806500501177657,22804.0,inf,0.0092451229268944,1264.0
2.3552691511373083,22848.0,inf,0.008647404357236831,1268.0
2.2202081151174795,22802.0,inf,0.008530986182674567,1272.0
2.131266091458928,22767.0,inf,0.007962060893504538,1276.0
2.0405348021535685,22745.0,inf,0.00772249555503344,1280.0
1.9913831438058034,22675.0,inf,0.00746966972049743,1284.0
1.9610611501655157,22676.0,inf,0.007052773326045136,1288.0
1.9540624566034326,22578.0,inf,0.0071238584359630455,1292.0
1.9763914222761525,22547.0,inf,0.007156482289143996,1296.0
2.014528409872458,22479.0,inf,0.008218355100065938,1300.0
2.0449646313967382,22402.0,inf,0.007733567962515963,1304.0
2.033873297242693,22394.0,inf,0.007340053128719833,1308.0
2.0053221530249967,22390.0,inf,0.007282630099464751,1312.0
1.936992473835883,22304.0,inf,0.007454217613550144,1316.0
1.8848411826103821,22253.0,inf,0.007144632995382002,1320.0
1.8542373079408332,22240.0,inf,0.007010219842569591,1324.0
1.850667576106421,22152.0,inf,0.0065493133650883625,1328.0
1.8574171909766155,22132.0,inf,0.007014382496235035,1332.0
1.8605844337519901,22069.0,inf,0.006704058873726061,1336.0
1.8514285035690061,22015.0,inf,0.0069055799114473545,1340.0
1.8486324374634764,21960.0,inf,0.007444104990829066,1344.0
1.8224589227969308,21898.0,inf,0.006623119119888431,1348.0
1.7887343376232048,21817.0,inf,0.006623421112559421,1352.0
1.7673645393748343,21785.0,inf,0.007069327418959259,1356.0
1.7602111196999504,21735.0,inf,0.007392363464093116,1360.0
1.760928800613271,21697.0,inf,0.007055779965086474,1364.0
1.7657459747679003,21639.0,inf,0.007201249050631218,1368.0
1.7727224213852697,21589.0,inf,0.008456052357976576,1372.0
1.786613145187461,21578.0,inf,0.007516453513287724,1376.0
1.82211868936543,21561.0,inf,0.007087976146248668,1380.0
1.8828645291356843,21490.0,inf,0.007659742780981148,1384.0
1.9584634988141878,21426.0,inf,0.007819710921575027,1388.0
2.054894107089223,21441.0,inf,0.007641287539885231,1392.0
2.1357229491854657,21364.0,inf,0.007955037026197051,1396.0
2.1893848454005638,21356.0,inf,0.007654908461715557,1400.0
2.158941719690001,21269.0,inf,0.007617084938249109,1404.0
2.0930429300022637,21280.0,inf,0.007472913136226983,1408.0
2.0046912282014526,21231.0,inf,0.00713350899414113,1412.0
1.8920742407476698,21165.0,inf,0.006878173962073823,1416.0
1.8182702368846217,21117.0,inf,0.006562132670723284,1420.0
1.755850044388522,21081.0,inf,0.006847433552274743,1424.0
1.7189166457653944,21097.0,inf,0.006656323540492863,1428.0
1.6779564413935233,20992.0,inf,0.006300644235358682,1432.0
1.6497758851884687,20957.0,inf,0.006362502870963868,1436.0
1.611761900391769,20920.0,inf,0.005914618917147437,1440.0
1.595608752845893,20876.0,inf,0.006292326487146888,1444.0
1.5889020175819675,20876.0,inf,0.0060039625475067524,1448.0
1.5806141072141267,20822.0,inf,0.006094920677245035,1452.0
1.570170843669342,20758.0,inf,0.006387276501496552,1456.0
1.569865083787385,20704.0,inf,0.005854417587058251,1460.0
1.5696810621587314,20651.0,inf,0.005756028449971093,1464.0
1.5699050818296665,20600.0,inf,0.005636942204888864,1468.0
1.5809649940761892,20564.0,inf,0.005606308579524343,1472.0
1.5899091754959613,20504.0,inf,0.005656741854889725,1476.0
1.615059909019306,20461.0,inf,0.005940552244323199,1480.0
1.629348595427245,20442.0,inf,0.005790832900074579,1484.0
1.632277460167551,20382.0,inf,0.005759505375697292,1488.0
1.6448998079314998,20324.0,inf,0.00564963235011206,1492.0
1.641499040985084,20256.0,inf,0.006091669497869388,1496.0
1.6525784248218565,20252.0,inf,0.005981461377799415,1500.0
1.6651940982685058,20174.0,0.00950990375615936,0.005827934101380733,1504.0
1.694778069885725,20147.0,inf,0.005915639711124183,1508.0
1.7360771286433716,20100.0,0.009240698884076824,0.0061468789493530395,1512.0
1.783275894393446,20044.0,0.009026622957525921,0.006992064894124634,1516.0
1.8596010397314904,20010.0,inf,0.006501550493395127,1520.0
1.958431123503356,19941.0,inf,0.007305429937215181,1524.0
2.1002602085299027,19925.0,0.010654399864026427,0.008290905717375837,1528.0
2.291793343978884,19866.0,inf,0.008013606351738456,1532.0
2.557727206585436,19815.0,0.010520894020694555,0.009254652911539644,1536.0
2.935398963873718,19774.0,0.01104652778071865,0.01090742690408605,1540.0
3.3439741958036366,19710.0,inf,0.01314062919446678,1544.0
3.4418282816861954,19677.0,inf,0.01281321411211,1548.0
3.40034424521443,19628.0,0.010917434368906818,0.012709906560190118,1552.0
3.2333984303392276,19590.0,inf,0.012757583862383908,1556.0
2.836680441401289,19550.0,inf,0.011030890357203083,1560.0
2.4737020294851733,19510.0,inf,0.00908526021748382,1564.0
2.2575332435695215,19466.0,inf,0.007920613155484877,1568.0
2.08671188254288,19414.0,inf,0.0070163949487649,1572.0
1.9664457019796524,19378.0,inf,0.0065069903933251995,1576.0
1.8730260300268802,19333.0,inf,0.006152621711958969,1580.0
1.8084836788333527,19276.0,0.009932045473674664,0.006109356957037879,1584.0
1.7447569768230666,19222.0,0.009705707491796346,0.005845532327988645,1588.0
1.7081917382072305,19191.0,inf,0.005646013329425443,1592.0
1.6770254374146163,19158.0,0.009226308273223693,0.005818394008631833,1596.0
1.6700114473548207,19106.0,0.009070443504567417,0.005568766173975469,1600.0
1.6494040355941733,19082.0,0.00891192391850564,0.0054523272377483036,1604.0
1.6358965480574892,19028.0,inf,0.00540801575554732,1608.0
1.6373759339388108,18987.0,inf,0.005374488060192177,1612.0
1.625522665095342,18897.0,0.008724493780308328,0.005610214812510109,1616.0
1.6292294622940038,18904.0,inf,0.005524477181200195,1620.0
1.6394867909348692,18859.0,inf,0.006360549954485477,1624.0
1.6466424254464924,18802.0,0.008384016914685396,0.0057321558849912375,1628.0
1.6800581893595328,18769.0,inf,0.005940708610084516,1632.0
1.705886778175567,18702.0,inf,0.005624410226518793,1636.0
1.6831151771564294,18656.0,inf,0.00548071550982835,1640.0
1.6631996046145285,18631.0,inf,0.0054640940177803,1644.0
1.634421204565354,18572.0,inf,0.005426890881890609,1648.0
1.6123761972014075,18538.0,inf,0.00542513544195768,1652.0
1.5916427155814463,18496.0,inf,0.005407773484187002,1656.0
1.5845655011668576,18452.0,inf,0.005748561058835231,1660.0
1.568705636231878,18429.0,inf,0.005683615219827196,1664.0
1.5451477802431008,18382.0,inf,0.005433047951864333,1668.0
1.5105221296476499,18381.0,inf,0.006300998897508499,1672.0
1.4653493545634255,18282.0,0.007794110362548667,0.006449973301924425,1676.0
1.429669166928275,18301.0,0.007525878807313849,0.005709699892961997,1680.0
1.4033559901221584,18233.0,0.007467463195043674,0.005841474169228456,1684.0
1.3692713597861361,18185.0,0.007402568428865349,0.005520866537911263,1688.0
1.3474976665683611,18145.0,inf,0.005998559820372736,1692.0
1.3395036265986142,18123.0,0.0071858718986103865,0.005414222868166041,1696.0
1.3337739426255657,18076.0,0.007285992213580188,0.005664646429328512,1700.0
1.3351915608912948,18019.0,0.007248945131892941,0.00571489327473394,1704.0
1.3429528914220425,17981.0,inf,0.005382964963240907,1708.0
1.3370716921771182,17960.0,0.007271860852124279,0.00527192772223936,1712.0
1.3431577527684464,17928.0,0.00714732255846846,0.005465722524511463,1716.0
1.33993878310661,17846.0,inf,0.006962403022749243,1720.0
1.3432828184729877,17841.0,0.007093888906766555,0.005707213271436456,1724.0
1.3498576799880877,17796.0,0.007182600121674048,0.006496861653191667,1728.0
1.342919623998045,17746.0,inf,0.0059759167666074905,1732.0
1.356236749246912,17696.0,inf,0.005288351324954384,1736.0
1.3509712471891682,17678.0,0.007074476965316924,0.006692845479254678,1740.0
1.361014260211743,17612.0,0.007036112030050853,0.0051571391796230975,1744.0
1.3648295162397175,17578.0,0.007011583623601681,0.005270700336881483,1748.0
1.3617275134023918,17545.0,0.006937579659180074,0.006048958040960528,1752.0
1.3431509106639534,17502.0,0.0069204777740606805,0.0058817783242539135,1756.0
1.3327118545187893,17489.0,0.006919281465578976,0.0063272600571146805,1760.0
1.3143151255107424,17443.0,inf,0.006071335708176419,1764.0
1.2894309705174307,17396.0,inf,0.006707066902008504,1768.0
1.2810232367019234,17382.0,0.0068247097302334804,0.005467077618089465,1772.0
1.284356043474649,17298.0,0.007311789541246164,0.005203185316284932,1776.0
1.2780573625608946,17321.0,0.007916662953174579,0.005159442266838388,1780.0
1.2786271367211792,17299.0,0.0075913032504024884,0.005312053064061187,1784.0
1.2801882813017051,17255.0,0.0075697124966247805,0.005186867709604604,1788.0
1.2697963302130357,17225.0,0.007549090118829711,0.00540670993624867,1792.0
1.2575309788904816,17217.0,0.007477880440515194,0.005324400869673241,1796.0
1.2519268456431463,17147.0,0.007482816980350036,0.00528647756375705,1800.0
1.2521226016461648,17153.0,0.007335626729899215,0.005593431619494337,1804.0
1.2478053365655912,17128.0,0.0074391362181381844,0.0055218529444981766,1808.0
1.2539407711925952,17074.0,inf,0.00594402731399085,1812.0
1.2418205612701063,17081.0,0.007686479205855197,0.005927071110542488,1816.0
1.2377052324955964,17043.0,0.007484427839178084,0.005931615265683368,1820.0
1.2334266696433982,17027.0,0.008412791872075864,0.006255722956059021,1824.0
1.230820224904201,16966.0,inf,0.006169883136919103,1828.0
1.2294914131690027,16948.0,0.0073703507094917695,0.005676192088135723,1832.0
1.2433293726931947,16898.0,0.007316475373395649,0.007403423122875043,1836.0
1.2370950149162587,16875.0,inf,0.00694794735672257,1840.0
1.2604939070832264,16839.0,0.007314900383178557,0.005827162703649029,1844.0
1.2830032332168317,16788.0,0.007196827713632344,0.006112167310035904,1848.0
1.3070866016645601,16809.0,0.007180895686399083,0.006238290917886409,1852.0
1.3171450604370714,16700.0,inf,0.007315527015143915,1856.0
1.341173461519686,16778.0,inf,0.006937391816821132,1860.0
1.3479730661059406,16716.0,0.007243066441953696,0.0071939596943116834,1864.0
1.3586643454618517,16682.0,0.007161460349356221,0.0068964122786506045,1868.0
1.3770965506507813,16694.0,inf,0.007118979322976194,1872.0
1.3824276827947208,16620.0,0.007193148875388919,0.008327802868138647,1876.0
1.437007779456164,16654.0,inf,0.007658085666795352,1880.0
1.480673438057636,16536.0,0.00970674298109099,0.007537731926614829,1884.0
1.5299288191443512,16564.0,inf,0.0075192127253136485,1888.0
1.61488142905509,16546.0,inf,0.008296471275081782,1892.0
1.695804291769996,16564.0,0.009033334185271061,0.008744375202650428,1896.0
1.7722553095334854,16526.0,0.009049441079501156,0.00850048927870443,1900.0
1.8276737861423058,16445.0,inf,0.009400277232930573,1904.0
1.8368991374609678,16483.0,inf,0.010609038115542122,1908.0
1.7791460544880142,16464.0,inf,0.009072092485761943,1912.0
1.678656974448919,16433.0,0.00876725067365866,0.008717797903016248,1916.0
1.5850203783462284,16385.0,0.008602676615175844,0.008527023695294697,1920.0
1.5125326716836387,16364.0,inf,0.009497758131459538,1924.0
1.4205779265609513,16337.0,inf,0.008852818906163757,1928.0
1.3564177336884429,16318.0,inf,0.008545343328302849,1932.0
1.3100575254409577,16321.0,inf,0.008359074724918841,1936.0
1.28089926786991,16316.0,inf,0.009157983683013949,1940.0
1.2420093056378785,16302.0,0.007597405505313882,0.013631408220797085,1944.0
1.2113486305408363,16273.0,0.007434668441537743,0.007753408646537463,1948.0
1.1838211214010628,16232.0,inf,0.008133717932430777,1952.0
1.1776016739684378,16223.0,inf,0.008180058900024134,1956.0
1.1634346984446013,16208.0,inf,0.008989008697655983,1960.0
1.1558328990977818,16216.0,inf,0.00866141439480439,1964.0
1.1550323655096313,16161.0,inf,0.009292647407302701,1968.0
1.1305340672086046,16205.0,inf,0.008592865024518408,1972.0
1.114956886323631,16175.0,inf,0.008559990969220823,1976.0
1.1065090767454593,16165.0,inf,0.008634406454012979,1980.0
1.115418529036476,16106.0,inf,0.009147650817741252,1984.0
1.1392685875948994,16123.0,inf,0.009279724963334816,1988.0
1.1195785546910237,16149.0,inf,0.00837025381611608,1992.0
1.1175220579195113,16095.0,inf,0.008099518644165022,1996.0
1.1178232410499016,16120.0,inf,0.008950958423732336,2000.0
1.1161576052916087,16079.0,0.010853341994477041,0.008786380756690113,2004.0
1.1238813809030765,16056.0,0.010679473010597589,0.008787126008085504,2008.0
1.108297294776389,16023.0,inf,0.008953166841408093,2012.0
1.0998560949023017,16006.0,0.010512114327080258,0.008422652310809409,2016.0
1.1105547282825017,15974.0,inf,0.008608563408964789,2020.0
1.1042478570702587,15999.0,0.009904344601319578,0.00871860266790707,2024.0
1.1083598686305804,15922.0,0.009424309756193966,0.009878215962684624,2028.0
1.1003075659056414,15931.0,inf,0.008322205028289094,2032.0
1.1051983848475035,15892.0,inf,0.008235623665510264,2036.0
1.0974598121099597,15851.0,inf,0.008299567662525499,2040.0
1.104376152742839,15856.0,inf,0.008503402799852835,2044.0
1.1060217282032556,15842.0,inf,0.010361160757670643,2048.0
1.1141800495253629,15836.0,inf,0.009060357716347193,2052.0
1.131226362792618,15841.0,inf,0.011255343898583802,2056.0
1.133464709559908,15783.0,inf,0.00952675262035757,2060.0
1.1531812477600059,15823.0,inf,0.009157206222720043,2064.0
1.151486516170526,15775.0,inf,0.010974379914211827,2068.0
1.1657320293963542,15812.0,inf,0.010306803436682829,2072.0
1.157970463301899,15745.0,inf,0.010501193666391762,2076.0
1.1770258972731262,15803.0,inf,0.009972088289833229,2080.0
1.1535580788182755,15758.0,inf,0.009987152164964857,2084.0
1.165415310714284,15757.0,inf,0.010155909559690122,2088.0
1.1679747983050495,15748.0,inf,0.010185547213400935,2092.0
1.1638535741271563,15710.0,0.009305786440156467,0.010333394195202494,2096.0
1.1488963852346672,15706.0,inf,0.009812857335697863,2100.0
1.1460228177080383,15677.0,0.008838751547212654,0.010460748906462326,2104.0
1.1496881100571537,15643.0,inf,0.010546566832549363,2108.0
1.1292688142397351,15670.0,inf,0.010253618193874452,2112.0
1.1304147860405316,15604.0,inf,0.01038550537644301,2116.0
1.1291242084351603,15636.0,inf,0.009873296895457854,2120.0
1.1176136868099418,15566.0,0.008467954852722443,0.010150488789384618,2124.0
1.1220431930869132,15605.0,0.008452254440786773,0.010489805660154014,2128.0
1.1033120473197242,15527.0,0.012306374768829249,0.00970760569186434,2132.0
1.0987179914597258,15504.0,inf,0.009869995589560246,2136.0
1.0930363859958658,15489.0,inf,0.009720656790139863,2140.0
1.1034399842953557,15497.0,0.008022052011527243,0.010130777723151357,2144.0
1.0885289748847953,15499.0,inf,0.01065494060939325,2148.0
1.0867984956318117,15447.0,0.007966008503367381,0.010150237591198178,2152.0
1.085952453475899,15420.0,inf,0.01029075883211203,2156.0
1.0857176249809792,15366.0,0.007892015627940577,0.010751885013102305,2160.0
1.083459312886946,15399.0,0.015510496757625277,0.011368970718975217,2164.0
1.1186621847579363,15346.0,inf,0.024219911307067736,2168.0
1.0674584607344413,15309.0,inf,0.014094169153231903,2172.0
1.0733962780054809,15273.0,0.007980071810646458,0.01020250462170198,2176.0
1.0616778042501753,15248.0,inf,0.00974919978315929,2180.0
1.0655386207584607,15237.0,0.007630402260674005,0.012290467384804828,2184.0
1.063074345552373,15210.0,inf,0.011704828251249905,2188.0
1.072529198849883,15202.0,inf,0.014770292750029128,2192.0
1.0424380413115963,15163.0,inf,0.012135673386764136,2196.0
1.0602221990371181,15108.0,0.007467465834132949,0.010152746366871837,2200.0
1.039500430857766,15124.0,inf,0.00979193570856107,2204.0
1.0343040603120532,15058.0,0.007567644997670341,0.010345435041697394,2208.0
1.0395535729619547,15054.0,inf,0.010202263187543364,2212.0
1.0412485273513894,15032.0,inf,0.010731266444658431,2216.0
1.0447645507565768,14990.0,0.007386006755536268,0.009695523921014337,2220.0
1.0362443333768265,14954.0,0.0074971302645739785,0.01005581503052871,2224.0
1.0349031332021876,14993.0,inf,0.01006178806004699,2228.0
1.031342274484972,14918.0,inf,0.009819363954821267,2232.0
1.0330125472550156,14850.0,0.0072909641028037035,0.009860393951297251,2236.0
1.0185955616230309,14813.0,0.007288414854316283,0.009714523354403733,2240.0
1.0257528990048834,14831.0,inf,0.010177611802090281,2244.0
1.0249153846169632,14817.0,inf,0.009930653013498355,2248.0
1.0365285971301919,14796.0,inf,0.01020260063391359,2252.0
1.0229502694147234,14683.0,0.00732496294056953,0.010137974892797654,2256.0
1.0342901269112534,14733.0,inf,0.010668044492986783,2260.0
1.040422780866312,14676.0,inf,0.010160744289264303,2264.0
1.0450286128089297,14640.0,0.007140859034214584,0.009990513966788678,2268.0
1.0331047977770635,14607.0,inf,0.010684006299440208,2272.0
1.0580252943929627,14538.0,0.007143221354718459,0.009769934652093604,2276.0
