mean_f_lambda,n_data,noise_f_lambda,unc_f_lambda,wavelength,continuum
0.5642190420105792,3166.0,inf,0.06288740664592066,860.0,0.6641286345411415
0.6596542770436886,3333.0,inf,0.0609444031514813,864.0,0.678301219115856
0.6517621639823629,3513.0,inf,0.05027776855938612,868.0,0.6927086837678071
0.7314871749864071,3757.0,inf,0.0619694495617441,872.0,0.7073538117737702
0.7757521678673646,3922.0,inf,0.05011054004347058,876.0,0.7222394063674532
0.8554573154530863,4143.0,inf,0.050013635193438065,880.0,0.737368290790064
0.8485584371860486,4330.0,inf,0.04979925196223682,884.0,0.7527433083407731
0.8880919870241407,4532.0,inf,0.04891101303782765,888.0,0.7683673224270733
1.0304002445398477,4739.0,inf,0.056761683292226986,892.0,0.7842432166150368
1.0970795625647831,4833.0,inf,0.042379955024522464,896.0,0.8003738946794694
1.166693432273462,4995.0,inf,0.042055559816592716,900.0,0.8167622806539634
1.1230820793485532,5367.0,inf,0.04799201380387197,904.0,0.8334113188808504
1.266191947274559,5561.0,inf,0.04833654245329655,908.0,0.8503239740610532
1.35687254160669,5742.0,inf,0.04662238520088119,912.0,0.8675032313038382
1.4576353028077422,5872.0,inf,0.04087813821263038,916.0,0.8849520961764695
1.5724675403669626,5951.0,inf,0.05056596156064955,920.0,0.9026735947537644
1.6039206342063308,6150.0,inf,0.03851029236818961,924.0,0.9206707736675508
1.7048333277741656,6295.0,inf,0.036266750910124636,928.0,0.9389467001560287
1.760248627445732,6506.0,inf,0.037877801130393886,932.0,0.9575044621130337
1.838172675898395,6679.0,inf,0.036010580946137766,936.0,0.9763471681372069
1.8564074083646884,6869.0,inf,0.0351309896720648,940.0,0.9954779475810678
1.8994684715792922,7108.0,inf,0.03483410935732556,944.0,1.0148999505999925
1.90251282818548,7278.0,inf,0.03467017126373507,948.0,1.0346163482011002
1.9507819927807275,7437.0,inf,0.02984058803307049,952.0,1.0546303322920425
1.8461848222770327,7503.0,inf,0.02842719396768288,956.0,1.074945115729704
1.8173408387138452,7721.0,inf,0.02561845460021176,960.0,1.0955639323688076
1.8385767804751147,7898.0,inf,0.024442580853146517,964.0,1.1164900371104285
1.8827880490946385,8075.0,inf,0.025939942355541003,968.0,1.1377267059504184
1.9779557278308681,8332.0,inf,0.029217421519010762,972.0,1.1592772360277381
2.0270145795946553,8536.0,inf,0.028744758090683293,976.0,1.1811449456727006
2.0960170235971494,8875.0,inf,0.02650376906423704,980.0,1.2033331744551221
2.1765709330093688,9287.0,inf,0.024143146669415274,984.0,1.225845283232389
2.1380836571530453,9486.0,inf,0.024249655598396896,988.0,1.2424095425237365
2.0602417674083258,9789.0,inf,0.0223828962748536,992.0,1.2426665945829942
2.0557007749712013,10012.0,inf,0.021752107910903668,996.0,1.2429226650876757
1.999680220499073,10235.0,inf,0.0208797326815112,1000.0,1.2431777617053397
1.9101094988222205,10591.0,inf,0.022348464426911203,1004.0,1.2434318920132759
1.8602779019770093,10973.0,inf,0.020664644186438427,1008.0,1.2436850634999215
1.8695804701770635,11307.0,inf,0.018819416886341686,1012.0,1.2439372835662517
1.8564363039383482,11587.0,inf,0.01847447383710573,1016.0,1.2441885595271416
1.9194724301055297,11933.0,inf,0.01778306483095056,1020.0,1.2444388986127026
2.1901559769097547,12244.0,inf,0.0175964716410083,1024.0,1.2446883079695927
2.455411623244851,12589.0,inf,0.018431722776088802,1028.0,1.2449367946623011
2.6894739742543865,12831.0,inf,0.018238334389718745,1032.0,1.2451843656744082
2.8167217229620767,13381.0,inf,0.017428903217877705,1036.0,1.2454310279098226
2.664610275030733,13645.0,inf,0.01732046543529695,1040.0,1.2456767881939927
2.458316374800431,13961.0,inf,0.016618741955334877,1044.0,1.2459216532750965
2.18440720556474,14332.0,inf,0.018086720812597105,1048.0,1.2461656298252082
1.93918256829472,14780.0,inf,0.014477392615418838,1052.0,1.246408724441444
1.8625244785621988,15113.0,inf,0.014688855863114029,1056.0,1.2466509436470843
1.826908008944504,15503.0,inf,0.013808543210961574,1060.0,1.2468922938926774
1.8011517845049319,15907.0,inf,0.013311158622234356,1064.0,1.247132781557121
1.8094077847161545,16234.0,inf,0.012580717273958368,1068.0,1.247372412948723
1.7612945653033156,16604.0,inf,0.013025908042494991,1072.0,1.2476111943062445
1.7255401939369954,17159.0,inf,0.014748085968477046,1076.0,1.2478491317999232
1.7076567471842858,17508.0,inf,0.014046791287721731,1080.0,1.2480862315324766
1.6862855757954982,17964.0,inf,0.013638841565841898,1084.0,1.248322499540088
1.6681062339741108,18301.0,inf,0.014862731224541119,1088.0,1.2485579417933745
1.630483979439944,18645.0,inf,0.014408629475306462,1092.0,1.2487925641983375
1.5952481687770943,19039.0,inf,0.014582204371255037,1096.0,1.2490263725972945
1.5751621310468795,19340.0,inf,0.01327340437774693,1100.0,1.249259372769797
1.5872200755261154,19830.0,inf,0.015409052205069775,1104.0,1.2494915704335285
1.5648616339224328,20109.0,inf,0.015691023286473475,1108.0,1.2497229712451905
1.6165224173116493,20571.0,inf,0.016768862697316034,1112.0,1.2499535808013666
1.6672389478513698,20894.0,inf,0.015502464876553138,1116.0,1.2501834046393798
1.691353238533291,21236.0,inf,0.015499284080664054,1120.0,1.2504124482381254
1.7019262733344946,21343.0,inf,0.015577498805716903,1124.0,1.250640717018896
1.714969210668786,21662.0,inf,0.014915230341804125,1128.0,1.2508682163461897
1.6865545146698333,21784.0,inf,0.014635170077527187,1132.0,1.2510949515285028
1.6885799989718466,22028.0,inf,0.014506925309430466,1136.0,1.2513209278191104
1.6528732992378272,22182.0,inf,0.013901503472464669,1140.0,1.2515461504168337
1.6480887971466545,22353.0,inf,0.013557376117915021,1144.0,1.2517706244667925
1.635482053274041,22456.0,inf,0.01299989255350602,1148.0,1.2519943550611452
1.6421433398137597,22529.0,inf,0.012384897048165745,1152.0,1.2522173472398173
1.6413591477676297,22538.0,inf,0.011785001433587669,1156.0,1.2524396059912144
1.665413239086904,22550.0,inf,0.011422808148864844,1160.0,1.2526611362529276
1.6852918355045958,22551.0,inf,0.010940019774211248,1164.0,1.252881942912423
1.7491597328705837,22610.0,inf,0.010786780936785352,1168.0,1.25310203080772
1.825056073909948,22645.0,inf,0.010213991827608302,1172.0,1.2533214047280608
1.8642230166297031,22703.0,inf,0.01003387841811352,1176.0,1.2535400694145646
1.9509772413414237,22735.0,inf,0.01048282044630334,1180.0,1.2537580295608743
2.037755286777292,22694.0,inf,0.010338368141109422,1184.0,1.2539752898137908
2.149909177846097,22765.0,inf,0.011075446429247527,1188.0,1.2541918547738966
2.3031848393980736,22812.0,inf,0.011054931435588305,1192.0,1.2544077289961697
2.5280231781867544,22782.0,inf,0.011785362669643638,1196.0,1.2546229169905863
2.8646903398730124,22810.0,inf,0.013216118506278336,1200.0,1.2548374232227146
3.4030806545423133,22773.0,inf,0.015929964647922762,1204.0,1.2550512521142991
4.372687145416898,22727.0,inf,0.022270695494117247,1208.0,1.2552644080438333
6.189183057890557,22798.0,inf,0.03658410707281039,1212.0,1.255476895347125
6.313144943501027,22761.0,inf,0.03128855963193194,1216.0,1.2556887183178516
6.4787961918181285,22825.0,inf,0.032837205127266435,1220.0,1.255899881208107
6.527767271719396,22819.0,inf,0.03482135861949706,1224.0,1.2561103882289384
5.204519526501201,22786.0,inf,0.021878990041995363,1228.0,1.2563202435508756
4.539063398762213,22837.0,inf,0.015698733987106684,1232.0,1.2565294513044516
4.287856754706893,22806.0,inf,0.013733052555469322,1236.0,1.2567380155807135
4.092910327349683,22814.0,inf,0.012938230339679476,1240.0,1.2569459404317278
3.8343512715748327,22801.0,inf,0.012498447563897893,1244.0,1.2571532298710753
3.572162228715756,22757.0,inf,0.012594929372051544,1248.0,1.2573598878743386
3.201446971807532,22762.0,inf,0.01302815635378775,1252.0,1.2575659183795842
2.8520073187714363,22760.0,inf,0.010467669697519359,1256.0,1.2577713252878324
2.6501046221077345,22806.0,inf,0.009238236864886609,1260.0,1.2579761124635245
2.4806500501177657,22804.0,inf,0.0092451229268944,1264.0,1.2581802837349803
2.3552691511373083,22848.0,inf,0.008647404357236831,1268.0,1.2583838428948475
2.2202081151174795,22802.0,inf,0.008530986182674567,1272.0,1.258586793700548
2.131266091458928,22767.0,inf,0.007962060893504538,1276.0,1.2587891398747115
2.0405348021535685,22745.0,inf,0.0077224955550334404,1280.0,1.258990885105608
1.9913831438058036,22675.0,inf,0.00746966972049743,1284.0,1.25919203304757
1.961061150165516,22676.0,inf,0.007052773326045136,1288.0,1.2593925873214105
1.9540624566034328,22578.0,inf,0.0071238584359630455,1292.0,1.2595925515148312
1.9763914222761525,22547.0,inf,0.007156482289143996,1296.0,1.2597919291828292
2.014528409872458,22479.0,inf,0.008218355100065938,1300.0,1.2599907238480936
2.0449646313967382,22402.0,inf,0.007733567962515962,1304.0,1.260188939001398
2.033873297242693,22394.0,inf,0.0073400531287198326,1308.0,1.260386578101986
2.0053221530249967,22390.0,inf,0.0072826300994647515,1312.0,1.2605836445779524
1.9369924738358832,22304.0,inf,0.007454217613550144,1316.0,1.2607801418266162
1.884841182610382,22253.0,inf,0.007144632995382001,1320.0,1.260976073214891
1.8542373079408327,22240.0,inf,0.00701021984256959,1324.0,1.2611714420796472
1.8506675761064209,22152.0,inf,0.006549313365088362,1328.0,1.2613662517280704
1.8574171909766155,22132.0,inf,0.007014382496235035,1332.0,1.2615605054380141
1.86058443375199,22069.0,inf,0.006704058873726061,1336.0,1.2617542064583458
1.851428503569006,22015.0,inf,0.006905579911447354,1340.0,1.261947358009292
1.8486324374634764,21960.0,inf,0.0074441049908290655,1344.0,1.2621399632827712
1.8224589227969308,21898.0,inf,0.006623119119888431,1348.0,1.2623320254427308
1.7887343376232048,21817.0,inf,0.006623421112559421,1352.0,1.2625235476254706
1.7673645393748345,21785.0,inf,0.007069327418959259,1356.0,1.2627145329399667
1.7602111196999504,21735.0,inf,0.007392363464093115,1360.0,1.2629049844681906
1.760928800613271,21697.0,inf,0.007055779965086473,1364.0,1.26309490526542
1.7657459747679003,21639.0,inf,0.007201249050631219,1368.0,1.263284298360549
1.7727224213852697,21589.0,inf,0.008456052357976576,1372.0,1.2634731667563928
1.7866131451874612,21578.0,inf,0.007516453513287723,1376.0,1.2636615134299856
1.82211868936543,21561.0,inf,0.007087976146248669,1380.0,1.2638493413328782
1.8828645291356845,21490.0,inf,0.0076597427809811484,1384.0,1.2640366533914278
1.958463498814188,21426.0,inf,0.007819710921575027,1388.0,1.264223452507086
2.0548941070892233,21441.0,inf,0.007641287539885231,1392.0,1.264409741556681
2.1357229491854657,21364.0,inf,0.007955037026197051,1396.0,1.2645955233926978
2.189384845400564,21356.0,inf,0.007654908461715557,1400.0,1.2647808008435524
2.158941719690001,21269.0,inf,0.007617084938249109,1404.0,1.264965576713863
2.093042930002264,21280.0,inf,0.007472913136226983,1408.0,1.2651498537847177
2.0046912282014526,21231.0,inf,0.00713350899414113,1412.0,1.2653336348139381
1.8920742407476696,21165.0,inf,0.006878173962073823,1416.0,1.265516922536339
1.8182702368846215,21117.0,inf,0.006562132670723284,1420.0,1.2656997196639843
1.7558500443885219,21081.0,inf,0.006847433552274743,1424.0,1.2658820288864412
1.7189166457653944,21097.0,inf,0.006656323540492864,1428.0,1.2660638528710273
1.6779564413935233,20992.0,inf,0.006300644235358682,1432.0,1.2662451942630586
1.6497758851884687,20957.0,inf,0.006362502870963868,1436.0,1.2664260556860902
1.6117619003917691,20920.0,inf,0.005914618917147437,1440.0,1.266606439742156
1.595608752845893,20876.0,inf,0.006292326487146888,1444.0,1.2667863490120037
1.5889020175819677,20876.0,inf,0.0060039625475067524,1448.0,1.2669657860553292
1.5806141072141269,20822.0,inf,0.006094920677245035,1452.0,1.2671447534110039
1.5701708436693418,20758.0,inf,0.0063872765014965525,1456.0,1.267323253597302
1.5698650837873849,20704.0,inf,0.005854417587058251,1460.0,1.2675012891121233
1.5696810621587314,20651.0,inf,0.005756028449971093,1464.0,1.267678862433214
1.5699050818296665,20600.0,inf,0.005636942204888864,1468.0,1.2678559760183827
1.5809649940761892,20564.0,inf,0.005606308579524343,1472.0,1.2680326323057154
1.5899091754959611,20504.0,inf,0.005656741854889725,1476.0,1.2682088337137867
1.615059909019306,20461.0,inf,0.005940552244323199,1480.0,1.2683845826418687
1.6293485954272453,20442.0,inf,0.005790832900074579,1484.0,1.268559881470136
1.632277460167551,20382.0,inf,0.0057595053756972926,1488.0,1.2687347325598692
1.6448998079314998,20324.0,inf,0.00564963235011206,1492.0,1.2689091382536555
1.6414990409850838,20256.0,inf,0.006091669497869388,1496.0,1.2690831008755852
1.6525784248218565,20252.0,inf,0.0059814613777994146,1500.0,1.2692566227314481
1.6651940982685058,20174.0,0.00950990375615936,0.005827934101380733,1504.0,1.2694297061089257
1.694778069885725,20147.0,inf,0.005915639711124182,1508.0,1.2696023532777794
1.7360771286433716,20100.0,0.009240698884076824,0.0061468789493530395,1512.0,1.2697745664900408
1.7832758943934461,20044.0,0.009026622957525921,0.006992064894124635,1516.0,1.2699463479801951
1.8596010397314904,20010.0,inf,0.006501550493395128,1520.0,1.2701176999653627
1.958431123503356,19941.0,inf,0.007305429937215181,1524.0,1.2702886246454823
2.1002602085299027,19925.0,0.010654399864026429,0.008290905717375837,1528.0,1.2704591242034855
2.2917933439788842,19866.0,inf,0.008013606351738456,1532.0,1.2706292008054747
2.557727206585436,19815.0,0.010520894020694557,0.009254652911539644,1536.0,1.2707988566008954
2.9353989638737183,19774.0,0.01104652778071865,0.01090742690408605,1540.0,1.2709680937227072
3.3439741958036366,19710.0,inf,0.01314062919446678,1544.0,1.271136914287554
3.441828281686196,19677.0,inf,0.01281321411211,1548.0,1.2713053203959284
3.40034424521443,19628.0,0.010917434368906818,0.012709906560190118,1552.0,1.2714733141323382
3.233398430339228,19590.0,inf,0.012757583862383908,1556.0,1.2716408975654685
2.8366804414012887,19550.0,inf,0.011030890357203085,1560.0,1.2718080727483414
2.4737020294851733,19510.0,inf,0.00908526021748382,1564.0,1.2719748417184749
2.257533243569521,19466.0,inf,0.007920613155484877,1568.0,1.2721412064980395
2.08671188254288,19414.0,inf,0.0070163949487649,1572.0,1.2723071690940126
1.9664457019796524,19378.0,inf,0.0065069903933252,1576.0,1.2724727314983302
1.87302603002688,19333.0,inf,0.006152621711958969,1580.0,1.2726378956880384
1.8084836788333527,19276.0,0.009932045473674664,0.006109356957037879,1584.0,1.272802663625442
1.7447569768230666,19222.0,0.009705707491796346,0.005845532327988645,1588.0,1.2729670372582498
1.7081917382072305,19191.0,inf,0.005646013329425443,1592.0,1.2731310185197222
1.6770254374146163,19158.0,0.009226308273223693,0.005818394008631832,1596.0,1.2732946093288127
1.6700114473548209,19106.0,0.009070443504567415,0.005568766173975469,1600.0,1.273457811590309
1.6494040355941733,19082.0,0.00891192391850564,0.0054523272377483036,1604.0,1.2736206271949742
1.6358965480574892,19028.0,inf,0.00540801575554732,1608.0,1.2737830580196832
1.6373759339388108,18987.0,inf,0.005374488060192177,1612.0,1.2739451059275595
1.6255226650953418,18897.0,0.008724493780308328,0.005610214812510109,1616.0,1.2741067727681108
1.6292294622940038,18904.0,inf,0.005524477181200195,1620.0,1.2742680603773604
1.6394867909348692,18859.0,inf,0.006360549954485478,1624.0,1.274428970577979
1.6466424254464924,18802.0,0.008384016914685394,0.005732155884991238,1628.0,1.274589505179415
1.6800581893595328,18769.0,inf,0.005940708610084515,1632.0,1.274749665978022
1.7058867781755669,18702.0,inf,0.005624410226518793,1636.0,1.2749094547571855
1.6831151771564294,18656.0,inf,0.00548071550982835,1640.0,1.2750688732874484
1.6631996046145283,18631.0,inf,0.0054640940177803,1644.0,1.2752279233266341
1.634421204565354,18572.0,inf,0.005426890881890609,1648.0,1.2753866066199684
1.6123761972014077,18538.0,inf,0.00542513544195768,1652.0,1.2755449249002004
1.5916427155814463,18496.0,inf,0.005407773484187002,1656.0,1.2757028798877221
1.5845655011668576,18452.0,inf,0.005748561058835231,1660.0,1.275860473290685
1.568705636231878,18429.0,inf,0.005683615219827196,1664.0,1.276017706805118
1.5451477802431008,18382.0,inf,0.005433047951864333,1668.0,1.2761745821150403
1.51052212964765,18381.0,inf,0.006300998897508499,1672.0,1.2763311008925773
1.4653493545634255,18282.0,0.007794110362548667,0.006449973301924425,1676.0,1.2764872647980707
1.4296691669282748,18301.0,0.007525878807313848,0.005709699892961997,1680.0,1.276643075480191
1.4033559901221584,18233.0,0.007467463195043674,0.005841474169228456,1684.0,1.2767985345760462
1.369271359786136,18185.0,0.007402568428865349,0.005520866537911263,1688.0,1.2769536437112905
1.3474976665683611,18145.0,inf,0.0059985598203727356,1692.0,1.2771084045002314
1.3395036265986142,18123.0,0.007185871898610386,0.005414222868166041,1696.0,1.2772628185459356
1.3337739426255657,18076.0,0.007285992213580187,0.005664646429328512,1700.0,1.2774168874403327
1.3351915608912948,18019.0,0.007248945131892941,0.00571489327473394,1704.0,1.2775706127643198
1.3429528914220423,17981.0,inf,0.005382964963240907,1708.0,1.277723996087863
1.3370716921771182,17960.0,0.00727186085212428,0.00527192772223936,1712.0,1.2778770389700984
1.3431577527684464,17928.0,0.007147322558468459,0.005465722524511463,1716.0,1.278029742959432
1.33993878310661,17846.0,inf,0.006962403022749243,1720.0,1.2781821095936379
1.3432828184729877,17841.0,0.007093888906766555,0.005707213271436456,1724.0,1.2783341403999573
1.3498576799880877,17796.0,0.007182600121674048,0.006496861653191667,1728.0,1.2784858368951924
1.342919623998045,17746.0,inf,0.00597591676660749,1732.0,1.2786372005858047
1.356236749246912,17696.0,inf,0.005288351324954385,1736.0,1.2787882329680065
1.3509712471891682,17678.0,0.007074476965316923,0.006692845479254678,1740.0,1.2789389355278558
1.3610142602117428,17612.0,0.007036112030050853,0.0051571391796230975,1744.0,1.2790893097413476
1.3648295162397177,17578.0,0.007011583623601682,0.0052707003368814825,1748.0,1.279239357074505
1.3617275134023918,17545.0,0.006937579659180074,0.0060489580409605285,1752.0,1.2793890789834699
1.3431509106639534,17502.0,0.006920477774060681,0.005881778324253914,1756.0,1.2795384769145908
1.3327118545187893,17489.0,0.006919281465578976,0.006327260057114681,1760.0,1.279687552304512
1.3143151255107424,17443.0,inf,0.006071335708176419,1764.0,1.279836306580259
1.2894309705174307,17396.0,inf,0.006707066902008504,1768.0,1.279984741159327
1.2810232367019234,17382.0,0.00682470973023348,0.005467077618089465,1772.0,1.2801328574497637
1.2843560434746493,17298.0,0.007311789541246164,0.005203185316284932,1776.0,1.280280656850254
1.2780573625608946,17321.0,0.007916662953174579,0.005159442266838388,1780.0,1.2804281407502043
1.2786271367211792,17299.0,0.007591303250402488,0.005312053064061187,1784.0,1.2805753105298228
1.2801882813017051,17255.0,0.007569712496624781,0.005186867709604604,1788.0,1.2807221675602027
1.2697963302130355,17225.0,0.007549090118829711,0.005406709936248671,1792.0,1.2808687132034018
1.2575309788904816,17217.0,0.007477880440515194,0.0053244008696732405,1796.0,1.2810149488125218
1.2519268456431465,17147.0,0.007482816980350036,0.00528647756375705,1800.0,1.281160875731787
1.2521226016461648,17153.0,0.007335626729899215,0.005593431619494336,1804.0,1.2813064952966233
1.2478053365655912,17128.0,0.0074391362181381844,0.005521852944498177,1808.0,1.2814518088337339
1.2539407711925952,17074.0,inf,0.00594402731399085,1812.0,1.2815968176611756
1.2418205612701063,17081.0,0.007686479205855197,0.005927071110542488,1816.0,1.2817415230884341
1.2377052324955964,17043.0,0.007484427839178085,0.005931615265683368,1820.0,1.281885926416499
1.2334266696433982,17027.0,0.008412791872075864,0.006255722956059021,1824.0,1.2820300289379376
1.2308202249042008,16966.0,inf,0.006169883136919103,1828.0,1.2821738319369662
1.229491413169003,16948.0,0.00737035070949177,0.005676192088135723,1832.0,1.282317336689524
1.2433293726931949,16898.0,0.007316475373395649,0.007403423122875044,1836.0,1.2824605444633435
1.2370950149162587,16875.0,inf,0.00694794735672257,1840.0,1.2826034565180209
1.2604939070832264,16839.0,0.007314900383178557,0.005827162703649029,1844.0,1.2827460741050867
1.2830032332168315,16788.0,0.007196827713632344,0.006112167310035904,1848.0,1.282888398468074
1.30708660166456,16809.0,0.007180895686399083,0.00623829091788641,1852.0,1.283030430842586
1.3171450604370714,16700.0,inf,0.007315527015143915,1856.0,1.2831721724563658
1.341173461519686,16778.0,inf,0.006937391816821132,1860.0,1.283313624529362
1.3479730661059406,16716.0,0.007243066441953695,0.007193959694311683,1864.0,1.2834547882737934
1.3586643454618517,16682.0,0.007161460349356221,0.0068964122786506045,1868.0,1.283595664894217
1.3770965506507813,16694.0,inf,0.007118979322976194,1872.0,1.283736255587591
1.3824276827947208,16620.0,0.007193148875388918,0.008327802868138647,1876.0,1.28387656154334
1.437007779456164,16654.0,inf,0.007658085666795352,1880.0,1.2840165839434168
1.480673438057636,16536.0,0.00970674298109099,0.00753773192661483,1884.0,1.2841563239623666
1.5299288191443512,16564.0,inf,0.0075192127253136485,1888.0,1.2842957827673882
1.61488142905509,16546.0,inf,0.008296471275081782,1892.0,1.2844349615183963
1.695804291769996,16564.0,0.00903333418527106,0.008744375202650428,1896.0,1.2845738613680808
1.7722553095334854,16526.0,0.009049441079501156,0.00850048927870443,1900.0,1.2847124834619688
1.8276737861423056,16445.0,inf,0.009400277232930573,1904.0,1.284850828938482
1.836899137460968,16483.0,inf,0.010609038115542122,1908.0,1.284988898928997
1.7791460544880142,16464.0,inf,0.009072092485761943,1912.0,1.2851266945579036
